timestamp_utc,processed,succeeded,failed,success_rate,total_candidate_dips,kernel_size,prominence,output_csv,top_candidates_csv
2026-07-08T02:06:16.631231+00:00,6,6,0,100.0,5140,101,0.0002,/Users/adarsh/Documents/MyCodeProjects/Exoplanet_Transit_Research/transit_results.csv,/Users/adarsh/Documents/MyCodeProjects/Exoplanet_Transit_Research/top_candidates.csv
2026-07-08T15:18:09.317894+00:00,1,1,0,100.0,1175,101,0.0002,/Users/adarsh/Documents/MyCodeProjects/Exoplanet_Transit_Research/one_target.csv,/Users/adarsh/Documents/MyCodeProjects/Exoplanet_Transit_Research/review_now.csv
2026-07-08T15:33:27.511341+00:00,6,6,0,100.0,5140,101,0.0002,/Users/adarsh/Documents/MyCodeProjects/Exoplanet_Transit_Research/tuned_results.csv,/Users/adarsh/Documents/MyCodeProjects/Exoplanet_Transit_Research/top_candidates.csv
2026-07-08T15:33:59.128051+00:00,10,10,0,100.0,8880,101,0.0002,/Users/adarsh/Documents/MyCodeProjects/Exoplanet_Transit_Research/tuned_results.csv,/Users/adarsh/Documents/MyCodeProjects/Exoplanet_Transit_Research/top_candidates.csv
2026-07-10T19:32:00.662353+00:00,10,10,0,100.0,8880,101,0.0002,/Users/adarsh/Documents/MyCodeProjects/Exoplanet_Transit_Research/transit_results.csv,/Users/adarsh/Documents/MyCodeProjects/Exoplanet_Transit_Research/top_candidates.csv
2026-07-10T20:06:09.793555+00:00,10,10,0,100.0,8880,101,0.0002,/Users/adarsh/Documents/MyCodeProjects/Exoplanet_Transit_Research/transit_results.csv,/Users/adarsh/Documents/MyCodeProjects/Exoplanet_Transit_Research/top_candidates.csv
2026-07-10T20:07:08.473275+00:00,10,10,0,100.0,8880,101,0.0002,/Users/adarsh/Documents/MyCodeProjects/Exoplanet_Transit_Research/transit_results.csv,/Users/adarsh/Documents/MyCodeProjects/Exoplanet_Transit_Research/top_candidates.csv
2026-07-11T20:32:49.036221+00:00,10,10,0,100.0,8880,101,0.0002,/Users/adarsh/Documents/MyCodeProjects/Exoplanet_Transit_Research/transit_results.csv,/Users/adarsh/Documents/MyCodeProjects/Exoplanet_Transit_Research/top_candidates.csv
2026-07-13T21:17:29.234313+00:00,10,10,0,100.0,10670,101,0.0002,/Users/adarsh/Documents/MyCodeProjects/Exoplanet_Transit_Research/transit_results.csv,/Users/adarsh/Documents/MyCodeProjects/Exoplanet_Transit_Research/top_candidates.csv
